	
-10.171667	-62.7875
18.311389	-65.8375
18.321	-65.8172
18.3724	-65.7166
18	-65
19.0643	-155.8008
-19.28	-43.5919
19.2894	-155.8119
-19.8881	-43.6761
20.686	-101.875
21.053	-103.902
21.195	-100.439
21.766	-100.163
-2.5871	-49.041
30.238	-102.628
31.11	-95.15
32.5788	-110.8509
32.5789	-110.8512
33.0544457	-116.3577702
33.1992	-117.2697
33.3049	-116.2547
33.305	-116.2547
33.305	-116.2548
33.5944	-109.1397
33.7416	-117.7042
33.7417	-117.7043
33.742	-117.7032
33.8834	-83.4195
35.016	-96.033
35.0244	-111.7363
35.7	-98.594
35.9076	-79.0506
35.913	-79.056
35.94106884	-84.4
35.9	-84.4
36.766667	-115.95
36.76667	-115.95
36	-80.934
36.9645	-116.7229
37.4958	-122.1331
37.4961	-122.1331
37.496	-122.1329
37.4962	-122.1329
37.4965	-122.1329
37.4965	-122.133
37.4968	-122.1333
37.4969	-122.1331
37.4971	-122.129
37.4971	-122.133
37.4972	-122.1293
37.4973	-122.1295
37.83	-122.29
37.9013	-109.5337
37.9813	-109.5168
38.0262	-109.5407
38.083	-81.98
38.1087	-121.653
3.8381	-73.3194
38.5733	-109.5498
38.714972	-109.692944
38.715	-109.6908
38.85	-76.53
38.85	-76.53333
38.8692	-122.4282
38.8692	-122.4283
38.8693	-122.4282
38.8693	-122.4283
38.8707	-122.4274
38.8708	-122.4274
38.8711	-122.4276
38.8712	-122.4276
38.8722	-122.4269
38.8723	-122.4268
38.8723	-122.427
38.8724	-122.4268
38.8739528	-122.4391613
38.88	-120.64
38.8825	-106.9105
38.8826	-106.9101
38.8827	-106.9107
38.883	-106.9108
38.8924	-106.9111
38.8925	-106.9111
38.8926	-106.9111
38.8927	-106.9112
38.9134	-106.8956
38.9136	-106.8951
38.9137	-106.8949
38.9138	-106.8952
38.9203	-106.9486
38.9203	-106.9495
38.9205	-106.9513
38.9206	-106.9489
38.9206	-106.9514
38.9223	-106.9536
38.9223	-106.954
38.9225	-106.9538
38.9228	-106.9541
38.9354	-106.9424
38.9355	-106.9424
38.9362	-106.9425
38.9365	-106.9428
38.96	-106.99
38.9763	-107.0041
38.9765	-107.0043
38.9767	-107.0044
38.9821	-107.0102
38.9825	-107.0101
38.9827	-107.0102
38.9866	-107.0007
38.987	-107.0038
38.9871	-107.0011
38.99297339	-123.0674491
39.0042816	-77.1012173
39.05	-99.1
39.070856	-96.582821
39.100992	-96.608258
39.1049	-96.6054
39.211666	-96.594768
39.214012	-96.585283
39.214	-96.5852
39.23550963	-121.2836963
39.458	-79.073
39.53	-107.78
39.534762	-107.782602
39.53	-96.582821
39.55	-107.97
39.5673	-123.4758
39.6017	-79.9761
39.6018	-79.9761
39.602	-79.976
39.6475	-79.9369
39.7181	-123.6527
39.718176	-123.652732
39.7291	-123.6419
39.73825	-123.6301
39.7392	-123.6308
39.849	-81.036
40.178	-81.073
40.2197	-122.985
40.2198	-122.9842
40.2523	-123.026
40.2526	-123.026
40.282	-123.2869
40.3809	-123.4135
40.4449	-87.0297
40.5253	-123.5031
40.5452	-123.5105
4.0627	-73.195
40.7999	-76.3402
40.81667	-104.76667
40.8786	-96.6766
41.109	-111.7531
41.136	-111.9047
41.1613	-96.6752
41.3769	-82.5172
41.7655	-111.8143
41.9167	-93.75
42.3912	-72.1737
42.3938	-85.3708
42.3948	-85.3738
4.2396	-73.2024
42.406189	-85.40016
42.4531	-76.3842
42.471116	-72.17263
42.471116	-72.209488
42.4774	-85.451
42.481016	-72.178343
42.4	-85.37
42.48	-72.1787
42.532967	-72.17263
42.532967	-72.180244
42.532967	-72.209488
42.5502	-72.1737
42.550409	-72.180244
42.673	-77.032
42.794771	-84.393804
42	-93
42.9888	-108.3994
43.073	-89.4011
43.2958	-89.3799
43.303333	-89.3325
43.303333	-89.334167
43.303611	-89.332778
43.312222	-89.370833
43.3	-89.38
43.42	-89.32
43.42	-89.33
43.42	-89.4
43.43	-89.41
43.56	-89.32
44.20517707	-122.1284473
44.23	-122.22
44.4668	-109.6253
44.5508	-123.25
45.0822	-123.061
45.2639	-110.8632
45.5468	-122.376
45.54	-73.72
45.6356	-110.571
45.654	-122.839
45.68	-89.63
45.6996	-121.669
45.9233	-120.701
46.0356	-122.86
46.372	-119.272
46.42	-83.37
46.6253	-120.532
46.6992	-120.899
47.379	7.1648
47.5302	-121.825
47.6684	-121.924
47.88611	-127.75
48.4473	-122.323
49.0427	13.6161
49.0431	13.617
49.043	13.6183
49.044	13.617
49.0448	13.618
49.08	-89.38
49.2598372	-123.2459363
50.13	11.88
50.1318	11.881
51.62	-128.09
59.997	10.7902
59.9979	10.7895
59.9982	10.7894
59.9989	10.7903
59.9992	10.7901
63.0472	21.7116
64.7	-148.3
65.7906	-149.9102
68.35	19.05
68.3526	19.0147
68.3529	19.0475
68.3532	19.0469
68.3532	19.0474
68.3532	19.0475
68.3532	19.0477
68.3533	19.0466
68.3533	19.0468
68.3533	19.0471
68.3533	19.0475
68.3534	19.0472
68.3534	19.0473
68.3535	19.0472
68.3535	19.0473
68.6135	-149.3144
68.6137	-149.3144
68.6139	-149.3145
71.270939	-156.810374
71.28381	-156.5985
71.2905	-156.788708
71.29053	-156.788654
71.29055	-156.788643
71.290565	-156.788622
71.290884	-156.788063
71.299	-156.61
71.2999	-156.61
-74.2	162.5
-75.5	159.59
-75.7	159.2
-75.8	159.9
-75.9	159.8
-76.9	160.9
-77.5182	167.1113
-77.57	161.8
-77.6	161.1
-77.7	160.75
-77.87	160.75
-77.9	159.06
-77.9	160.7
-77.9	161.57
-77.9	161.58
9.1086	-79.8436
